,G,HR,IP,CG,L,SV,R,SO,ERA,W,H,ShO,TBB,ER,LABEL
0,100.0,11.0,799.2,83.0,36.0,4.0,456.0,376.0,3.18,50.0,811.0,4.0,165.0,282.0,0
0,317.0,27.0,324.2,0.0,28.0,100.0,172.0,307.0,4.22,16.0,314.0,100.0,133.0,152.0,0
0,30.0,3.0,49.0,0.0,2.0,2.0,24.0,27.0,3.86,2.0,39.0,2.0,17.0,21.0,0
0,298.0,42.0,354.1,0.0,15.0,64.0,100.0,418.0,2.41,16.0,253.0,64.0,46.0,95.0,0
0,2.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,18.0,0.0,5.0,0.0,2.0,4.0,0
0,53.0,43.0,261.2,7.0,16.0,0.0,155.0,118.0,4.79,12.0,268.0,0.0,110.0,139.0,0
0,31.0,5.0,91.0,0.0,3.0,1.0,55.0,28.0,5.04,3.0,108.0,1.0,38.0,51.0,0
0,98.0,21.0,406.0,24.0,27.0,2.0,197.0,123.0,3.48,19.0,452.0,2.0,89.0,157.0,1
0,23.0,1.0,49.0,0.0,2.0,0.0,20.0,30.0,3.12,1.0,51.0,0.0,22.0,17.0,0
0,133.0,37.0,483.0,15.0,33.0,3.0,255.0,244.0,4.14,25.0,534.0,3.0,181.0,222.0,0
0,88.0,17.0,194.0,0.0,5.0,3.0,72.0,133.0,3.06,9.0,155.0,3.0,71.0,66.0,0
0,15.0,0.0,36.1,1.0,4.0,0.0,34.0,20.0,5.73,1.0,45.0,0.0,31.0,23.0,0
0,7.0,1.0,47.0,5.0,4.0,0.0,62.0,10.0,7.85,2.0,80.0,0.0,30.0,41.0,0
0,113.0,47.0,343.2,3.0,18.0,8.0,191.0,188.0,4.43,13.0,366.0,8.0,92.0,169.0,0
0,379.0,130.0,1586.0,35.0,87.0,18.0,772.0,948.0,3.89,86.0,1554.0,18.0,662.0,685.0,0
0,10.0,10.0,43.2,2.0,4.0,0.0,40.0,8.0,7.5,0.0,59.0,0.0,26.0,36.0,0
0,36.0,2.0,141.2,6.0,9.0,4.0,75.0,54.0,3.63,8.0,157.0,4.0,41.0,57.0,0
0,7.0,0.0,26.2,2.0,1.0,0.0,10.0,13.0,1.72,2.0,26.0,0.0,12.0,5.0,0
0,348.0,37.0,563.0,0.0,36.0,87.0,220.0,323.0,3.13,34.0,545.0,87.0,177.0,196.0,0
0,2.0,1.0,5.0,0.0,0.0,1.0,1.0,2.0,1.8,0.0,6.0,1.0,1.0,1.0,0
0,69.0,25.0,272.0,8.0,15.0,1.0,158.0,113.0,4.83,15.0,279.0,1.0,103.0,146.0,0
0,81.0,38.0,260.1,0.0,17.0,0.0,164.0,149.0,4.98,10.0,316.0,0.0,86.0,144.0,0
0,583.0,86.0,697.1,0.0,49.0,237.0,289.0,814.0,3.45,44.0,539.0,237.0,307.0,267.0,0
0,3.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,63.0,0.0,7.0,0.0,1.0,7.0,0
0,2.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,4.0,0.0,0.0,3.0,0
0,139.0,20.0,363.1,3.0,18.0,9.0,180.0,202.0,3.74,17.0,347.0,9.0,160.0,151.0,0
0,4.0,0.0,15.0,0.0,2.0,0.0,10.0,9.0,6.0,1.0,15.0,0.0,7.0,10.0,0
0,144.0,21.0,250.2,0.0,15.0,4.0,162.0,135.0,4.96,12.0,281.0,4.0,118.0,138.0,0
0,103.0,20.0,140.1,0.0,7.0,2.0,81.0,147.0,5.14,7.0,138.0,2.0,49.0,80.0,0
0,5.0,1.0,13.0,0.0,1.0,0.0,8.0,10.0,5.54,1.0,13.0,0.0,7.0,8.0,0
0,15.0,1.0,18.0,0.0,1.0,0.0,10.0,11.0,5.0,1.0,20.0,0.0,13.0,10.0,0
0,9.0,2.0,20.0,0.0,2.0,0.0,19.0,13.0,7.65,1.0,29.0,0.0,10.0,17.0,0
0,26.0,4.0,34.0,0.0,1.0,0.0,13.0,16.0,2.91,1.0,32.0,0.0,18.0,11.0,0
0,325.0,234.0,1827.1,13.0,105.0,1.0,892.0,1173.0,4.09,104.0,1872.0,1.0,523.0,830.0,0
0,24.0,3.0,26.0,0.0,0.0,0.0,18.0,25.0,5.88,0.0,29.0,0.0,15.0,17.0,0
0,74.0,9.0,72.2,0.0,1.0,0.0,49.0,59.0,5.61,3.0,84.0,0.0,42.0,45.0,0
0,3.0,4.0,5.2,0.0,1.0,0.0,7.0,3.0,12.12,0.0,11.0,0.0,2.0,7.0,0
0,116.0,46.0,302.2,1.0,20.0,0.0,194.0,190.0,5.06,12.0,332.0,0.0,109.0,170.0,0
0,46.0,29.0,221.0,7.0,12.0,1.0,121.0,87.0,4.81,14.0,240.0,1.0,76.0,118.0,0
0,42.0,9.0,45.2,0.0,4.0,4.0,37.0,39.0,6.77,2.0,46.0,4.0,37.0,34.0,0
0,108.0,35.0,257.0,3.0,14.0,3.0,145.0,94.0,4.73,13.0,266.0,3.0,122.0,135.0,0
0,453.0,226.0,2930.0,113.0,153.0,2.0,1303.0,2074.0,3.54,173.0,2718.0,2.0,1151.0,1154.0,1
0,85.0,31.0,317.1,4.0,20.0,5.0,181.0,179.0,4.85,15.0,361.0,5.0,117.0,171.0,0
0,626.0,67.0,630.1,0.0,33.0,288.0,255.0,692.0,3.27,27.0,490.0,288.0,264.0,229.0,0
0,6.0,0.0,24.1,0.0,0.0,0.0,15.0,5.0,5.23,0.0,29.0,0.0,13.0,14.0,0
0,207.0,39.0,712.1,17.0,41.0,6.0,498.0,339.0,5.6,33.0,838.0,6.0,368.0,443.0,0
0,26.0,14.0,90.0,0.0,13.0,0.0,100.0,65.0,9.2,2.0,125.0,0.0,68.0,92.0,0
0,11.0,4.0,28.2,0.0,2.0,0.0,27.0,11.0,7.98,0.0,39.0,0.0,20.0,25.0,0
0,16.0,1.0,19.0,0.0,2.0,0.0,19.0,11.0,9.0,1.0,16.0,0.0,24.0,19.0,0
0,44.0,19.0,160.1,5.0,11.0,1.0,99.0,103.0,5.17,7.0,170.0,1.0,63.0,92.0,0
0,7.0,1.0,10.1,0.0,0.0,0.0,7.0,3.0,5.35,0.0,12.0,0.0,3.0,6.0,0
0,50.0,33.0,183.2,0.0,11.0,0.0,131.0,179.0,6.09,8.0,204.0,0.0,96.0,124.0,0
0,5.0,0.0,21.2,0.0,0.0,0.0,13.0,13.0,3.4,0.0,20.0,0.0,11.0,8.0,0
0,23.0,15.0,99.2,1.0,9.0,0.0,69.0,60.0,5.99,5.0,105.0,0.0,50.0,66.0,0
0,5.0,2.0,30.0,1.0,3.0,0.0,13.0,5.0,3.0,1.0,38.0,0.0,6.0,10.0,0
0,359.0,143.0,907.0,2.0,52.0,4.0,587.0,711.0,5.58,40.0,944.0,4.0,461.0,562.0,0
0,11.0,8.0,31.1,0.0,3.0,0.0,22.0,13.0,5.79,1.0,35.0,0.0,14.0,20.0,0
0,442.0,132.0,2966.2,217.0,140.0,12.0,1246.0,2045.0,3.24,197.0,2809.0,12.0,840.0,1068.0,1
0,15.0,5.0,57.1,0.0,2.0,0.0,40.0,17.0,5.83,3.0,67.0,0.0,34.0,37.0,0
0,30.0,10.0,141.0,2.0,8.0,0.0,68.0,56.0,3.83,9.0,147.0,0.0,46.0,60.0,0
0,413.0,52.0,519.0,2.0,28.0,22.0,252.0,314.0,3.92,25.0,572.0,22.0,200.0,226.0,0
0,90.0,17.0,291.2,7.0,10.0,5.0,166.0,120.0,4.33,15.0,304.0,5.0,128.0,140.0,0
0,346.0,100.0,2104.2,131.0,121.0,2.0,915.0,1294.0,3.44,119.0,1799.0,2.0,1132.0,805.0,1
0,367.0,93.0,1715.2,91.0,102.0,20.0,1014.0,474.0,4.28,99.0,1894.0,20.0,700.0,815.0,0
0,84.0,46.0,477.1,1.0,26.0,0.0,274.0,300.0,4.55,27.0,470.0,0.0,220.0,241.0,0
0,26.0,0.0,15.2,0.0,2.0,0.0,10.0,10.0,5.92,0.0,19.0,0.0,13.0,10.0,0
0,3.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,2.25,0.0,2.0,0.0,7.0,1.0,0
0,217.0,127.0,764.2,0.0,40.0,1.0,440.0,544.0,4.83,48.0,801.0,1.0,294.0,410.0,0
0,37.0,13.0,192.0,0.0,7.0,0.0,64.0,171.0,2.86,12.0,162.0,0.0,56.0,61.0,0
0,2.0,0.0,6.0,0.0,0.0,0.0,7.0,3.0,10.5,0.0,9.0,0.0,4.0,7.0,0
0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0
0,13.0,7.0,69.1,0.0,4.0,0.0,28.0,57.0,3.26,4.0,67.0,0.0,19.0,25.0,0
0,3.0,0.0,1.2,0.0,0.0,0.0,1.0,2.0,7.5,0.0,3.0,0.0,0.0,1.0,0
0,407.0,37.0,2961.1,261.0,143.0,5.0,1063.0,2316.0,2.16,193.0,2460.0,5.0,803.0,711.0,1
0,113.0,33.0,215.1,1.0,11.0,15.0,106.0,118.0,4.31,15.0,179.0,15.0,83.0,103.0,0
0,118.0,49.0,371.1,5.0,17.0,10.0,198.0,235.0,4.34,19.0,364.0,10.0,181.0,179.0,0
0,161.0,23.0,177.2,0.0,6.0,0.0,78.0,137.0,3.66,11.0,158.0,0.0,41.0,72.0,0
0,171.0,43.0,668.1,20.0,40.0,3.0,421.0,291.0,5.0,27.0,690.0,3.0,440.0,371.0,0
0,61.0,19.0,126.1,0.0,5.0,1.0,67.0,125.0,4.0,8.0,134.0,1.0,69.0,56.0,0
0,47.0,16.0,367.2,39.0,38.0,0.0,393.0,87.0,6.86,6.0,524.0,0.0,199.0,280.0,0
0,113.0,68.0,384.1,1.0,27.0,0.0,250.0,226.0,5.34,18.0,427.0,0.0,129.0,228.0,0
0,853.0,82.0,903.0,0.0,40.0,422.0,262.0,1196.0,2.31,47.0,601.0,422.0,300.0,232.0,0
0,24.0,5.0,83.0,0.0,3.0,0.0,60.0,15.0,5.64,4.0,91.0,0.0,42.0,52.0,0
0,100.0,38.0,527.2,30.0,23.0,0.0,261.0,157.0,3.91,32.0,532.0,0.0,245.0,229.0,0
0,162.0,14.0,267.1,0.0,19.0,22.0,130.0,174.0,3.71,15.0,250.0,22.0,126.0,110.0,0
0,7.0,6.0,33.1,0.0,3.0,0.0,34.0,19.0,7.89,1.0,48.0,0.0,14.0,29.0,0
0,15.0,15.0,80.0,1.0,5.0,0.0,62.0,41.0,6.86,3.0,91.0,0.0,38.0,61.0,0
0,52.0,7.0,53.0,0.0,4.0,0.0,33.0,43.0,4.92,2.0,57.0,0.0,20.0,29.0,0
0,160.0,64.0,598.2,6.0,45.0,3.0,349.0,452.0,4.83,29.0,640.0,3.0,255.0,321.0,0
0,148.0,18.0,165.1,0.0,9.0,0.0,100.0,130.0,4.8,11.0,184.0,0.0,79.0,88.0,0
0,85.0,15.0,105.0,0.0,3.0,0.0,91.0,66.0,7.37,2.0,130.0,0.0,61.0,86.0,0
0,283.0,104.0,1562.2,21.0,67.0,3.0,565.0,1320.0,2.99,121.0,1425.0,3.0,389.0,519.0,1
0,317.0,110.0,1427.0,47.0,92.0,8.0,741.0,659.0,4.25,79.0,1514.0,8.0,568.0,674.0,0
0,62.0,10.0,119.2,0.0,5.0,2.0,57.0,61.0,3.62,3.0,103.0,2.0,61.0,48.0,0
0,627.0,418.0,3226.1,33.0,180.0,22.0,1791.0,2156.0,4.41,200.0,3152.0,22.0,1205.0,1582.0,0
0,544.0,163.0,2644.0,139.0,141.0,34.0,1423.0,1085.0,4.16,155.0,2795.0,34.0,1031.0,1223.0,1
0,2.0,0.0,5.0,0.0,0.0,1.0,4.0,2.0,7.2,0.0,10.0,1.0,2.0,4.0,0
0,242.0,13.0,221.0,0.0,14.0,39.0,78.0,265.0,3.01,12.0,176.0,39.0,96.0,74.0,0
0,24.0,3.0,32.1,0.0,1.0,0.0,13.0,12.0,3.64,1.0,37.0,0.0,12.0,13.0,0
0,350.0,143.0,1666.0,16.0,81.0,5.0,829.0,848.0,4.03,105.0,1671.0,5.0,606.0,746.0,0
0,272.0,99.0,1489.2,83.0,77.0,10.0,711.0,626.0,3.59,97.0,1576.0,10.0,538.0,594.0,0
0,74.0,6.0,481.0,40.0,31.0,0.0,238.0,203.0,3.52,25.0,485.0,0.0,142.0,188.0,0
0,4.0,0.0,20.0,1.0,2.0,0.0,16.0,5.0,4.5,0.0,24.0,0.0,13.0,10.0,0
0,4.0,2.0,35.0,4.0,3.0,0.0,31.0,18.0,5.91,1.0,36.0,0.0,14.0,23.0,0
0,545.0,73.0,442.0,0.0,21.0,12.0,226.0,318.0,4.13,19.0,463.0,12.0,110.0,203.0,0
0,190.0,97.0,747.0,16.0,44.0,13.0,397.0,326.0,4.36,37.0,734.0,13.0,341.0,362.0,0
0,122.0,10.0,102.0,0.0,3.0,0.0,59.0,95.0,4.76,7.0,84.0,0.0,63.0,54.0,0
0,243.0,43.0,825.1,16.0,47.0,9.0,375.0,558.0,3.64,45.0,763.0,9.0,408.0,334.0,0
0,88.0,18.0,161.0,0.0,11.0,2.0,105.0,76.0,5.09,3.0,181.0,2.0,95.0,91.0,0
0,5.0,4.0,14.2,0.0,3.0,0.0,14.0,5.0,7.61,0.0,21.0,0.0,9.0,12.0,0
0,61.0,9.0,297.1,17.0,23.0,1.0,173.0,143.0,4.0,7.0,306.0,1.0,136.0,132.0,0
0,144.0,48.0,339.1,0.0,14.0,4.0,181.0,191.0,4.49,20.0,362.0,4.0,133.0,169.0,0
0,91.0,13.0,386.0,17.0,27.0,5.0,218.0,148.0,3.99,17.0,408.0,5.0,155.0,171.0,0
0,100.0,9.0,126.0,0.0,6.0,1.0,67.0,92.0,4.0,7.0,127.0,1.0,58.0,56.0,0
0,43.0,9.0,51.2,0.0,4.0,0.0,42.0,34.0,7.21,3.0,70.0,0.0,24.0,41.0,0
0,472.0,105.0,695.1,0.0,39.0,51.0,426.0,553.0,5.14,33.0,754.0,51.0,270.0,397.0,0
0,7.0,2.0,20.0,0.0,0.0,0.0,13.0,14.0,5.4,1.0,22.0,0.0,13.0,12.0,0
0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,18.0,0.0,3.0,0.0,1.0,2.0,0
0,21.0,4.0,44.2,0.0,4.0,0.0,42.0,12.0,7.94,1.0,62.0,0.0,15.0,39.0,0
0,41.0,5.0,40.1,0.0,2.0,1.0,18.0,47.0,3.82,0.0,40.0,1.0,15.0,17.0,0
0,239.0,26.0,248.0,0.0,17.0,4.0,154.0,222.0,5.12,12.0,253.0,4.0,135.0,141.0,0
0,141.0,26.0,704.2,43.0,25.0,0.0,387.0,160.0,4.03,49.0,751.0,0.0,296.0,315.0,0
0,33.0,8.0,148.1,7.0,12.0,0.0,93.0,35.0,4.92,1.0,167.0,0.0,44.0,81.0,0
0,14.0,4.0,26.0,0.0,0.0,0.0,23.0,12.0,6.23,0.0,34.0,0.0,11.0,18.0,0
0,38.0,1.0,126.0,3.0,4.0,1.0,65.0,43.0,3.93,8.0,137.0,1.0,33.0,55.0,0
0,25.0,2.0,58.0,1.0,1.0,1.0,26.0,16.0,3.88,1.0,61.0,1.0,20.0,25.0,0
0,45.0,3.0,319.2,32.0,24.0,0.0,189.0,103.0,3.67,15.0,396.0,0.0,87.0,130.0,0
0,5.0,2.0,30.0,3.0,3.0,0.0,33.0,10.0,8.1,1.0,49.0,0.0,17.0,27.0,0
0,136.0,53.0,414.1,4.0,24.0,2.0,242.0,229.0,4.96,22.0,444.0,2.0,191.0,228.0,0
0,1.0,1.0,3.0,0.0,0.0,0.0,6.0,1.0,12.0,0.0,7.0,0.0,1.0,4.0,0
0,12.0,2.0,28.1,0.0,2.0,0.0,26.0,12.0,7.69,1.0,40.0,0.0,19.0,24.0,0
0,4.0,1.0,3.1,0.0,0.0,0.0,4.0,4.0,11.61,0.0,3.0,0.0,7.0,4.0,0
0,174.0,19.0,285.0,0.0,17.0,10.0,131.0,194.0,3.79,16.0,290.0,10.0,132.0,120.0,0
0,42.0,5.0,143.1,4.0,11.0,1.0,95.0,59.0,5.35,5.0,183.0,1.0,68.0,85.0,0
0,18.0,2.0,47.1,0.0,5.0,0.0,34.0,23.0,5.73,2.0,58.0,0.0,24.0,30.0,0
0,162.0,112.0,757.1,3.0,47.0,0.0,408.0,447.0,4.62,32.0,805.0,0.0,222.0,389.0,0
0,21.0,6.0,79.0,0.0,7.0,0.0,47.0,34.0,5.13,3.0,80.0,0.0,33.0,45.0,0
0,94.0,45.0,539.0,10.0,34.0,0.0,249.0,424.0,3.74,30.0,428.0,0.0,280.0,224.0,0
0,181.0,41.0,460.0,2.0,48.0,20.0,243.0,245.0,3.89,15.0,471.0,20.0,167.0,199.0,0
0,9.0,0.0,35.0,1.0,3.0,0.0,32.0,13.0,5.91,2.0,39.0,0.0,21.0,23.0,0
0,193.0,136.0,1064.1,1.0,52.0,0.0,473.0,868.0,3.76,66.0,891.0,0.0,404.0,444.0,0
0,49.0,14.0,103.2,0.0,4.0,1.0,55.0,56.0,4.27,5.0,126.0,1.0,28.0,49.0,0
0,251.0,147.0,1107.0,15.0,53.0,0.0,581.0,536.0,4.31,69.0,1133.0,0.0,366.0,530.0,0
0,4.0,1.0,3.0,0.0,1.0,0.0,7.0,0.0,21.0,0.0,5.0,0.0,6.0,7.0,0
0,14.0,0.0,75.2,1.0,3.0,0.0,40.0,29.0,2.63,0.0,69.0,0.0,14.0,22.0,0
0,209.0,23.0,1384.2,120.0,95.0,4.0,629.0,560.0,3.11,63.0,1361.0,4.0,316.0,479.0,0
0,1.0,0.0,2.0,0.0,0.0,0.0,13.0,1.0,22.5,0.0,9.0,0.0,2.0,5.0,0
0,10.0,11.0,29.2,0.0,3.0,0.0,34.0,25.0,9.86,0.0,49.0,0.0,14.0,32.0,0
0,27.0,20.0,149.1,7.0,9.0,0.0,66.0,71.0,3.86,8.0,154.0,0.0,41.0,64.0,0
0,333.0,99.0,1189.2,20.0,95.0,25.0,661.0,857.0,4.4,55.0,1207.0,25.0,565.0,582.0,0
0,26.0,7.0,84.1,3.0,7.0,1.0,53.0,27.0,5.03,4.0,90.0,1.0,30.0,47.0,0
0,66.0,8.0,296.0,10.0,14.0,3.0,125.0,110.0,2.71,12.0,231.0,3.0,130.0,89.0,0
0,4.0,2.0,10.1,0.0,2.0,0.0,11.0,3.0,9.8,0.0,10.0,0.0,7.0,11.0,0
0,108.0,22.0,321.1,1.0,29.0,2.0,183.0,184.0,4.57,10.0,344.0,2.0,122.0,163.0,0
0,293.0,88.0,1177.1,29.0,67.0,3.0,529.0,669.0,3.52,69.0,1147.0,3.0,495.0,461.0,0
0,5.0,0.0,8.1,0.0,2.0,0.0,15.0,6.0,12.22,0.0,19.0,0.0,7.0,11.0,0
0,89.0,11.0,75.1,0.0,0.0,0.0,60.0,75.0,7.07,1.0,85.0,0.0,46.0,59.0,0
0,304.0,149.0,1849.0,79.0,109.0,1.0,889.0,705.0,3.74,111.0,1978.0,1.0,526.0,769.0,0
0,125.0,22.0,618.2,29.0,47.0,1.0,388.0,145.0,4.66,25.0,746.0,1.0,284.0,320.0,0
0,354.0,161.0,1959.0,10.0,91.0,0.0,879.0,1637.0,3.66,132.0,1709.0,0.0,898.0,797.0,1
0,187.0,78.0,706.1,1.0,44.0,3.0,399.0,529.0,4.64,45.0,669.0,3.0,404.0,364.0,0
0,17.0,1.0,69.2,3.0,6.0,1.0,31.0,28.0,2.47,1.0,66.0,1.0,23.0,19.0,0
0,158.0,33.0,224.2,0.0,14.0,23.0,121.0,99.0,4.54,13.0,256.0,23.0,58.0,113.0,0
0,111.0,20.0,183.0,0.0,6.0,10.0,89.0,148.0,3.79,9.0,155.0,10.0,85.0,77.0,0
0,4.0,3.0,5.0,0.0,0.0,0.0,7.0,3.0,10.8,0.0,11.0,0.0,1.0,6.0,0
0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,0
0,49.0,5.0,51.0,0.0,3.0,0.0,22.0,52.0,3.35,3.0,45.0,0.0,24.0,19.0,0
0,10.0,4.0,52.0,0.0,6.0,0.0,33.0,31.0,5.19,1.0,49.0,0.0,30.0,30.0,0
0,48.0,9.0,48.1,0.0,1.0,1.0,30.0,42.0,5.24,0.0,56.0,1.0,19.0,28.0,0
0,63.0,12.0,188.0,1.0,5.0,4.0,90.0,81.0,3.64,10.0,201.0,4.0,72.0,76.0,0
0,114.0,10.0,151.0,0.0,1.0,0.0,72.0,70.0,3.87,6.0,159.0,0.0,46.0,65.0,0
0,476.0,18.0,467.1,0.0,18.0,33.0,150.0,312.0,2.52,30.0,412.0,33.0,165.0,131.0,0
0,1.0,0.0,6.0,0.0,1.0,0.0,7.0,1.0,10.5,0.0,12.0,0.0,0.0,7.0,0
0,2.0,0.0,2.1,0.0,1.0,0.0,3.0,0.0,8.57,0.0,4.0,0.0,1.0,2.0,0
0,2.0,0.0,10.0,0.0,0.0,0.0,4.0,0.0,1.8,0.0,9.0,0.0,8.0,2.0,0
0,196.0,29.0,228.2,0.0,12.0,32.0,88.0,213.0,3.27,17.0,178.0,32.0,73.0,83.0,1
0,12.0,0.0,8.0,0.0,0.0,0.0,8.0,3.0,7.88,0.0,14.0,0.0,4.0,7.0,0
0,149.0,81.0,913.0,8.0,42.0,0.0,365.0,750.0,3.28,58.0,867.0,0.0,187.0,333.0,1
0,1.0,0.0,4.1,0.0,0.0,0.0,8.0,1.0,17.56,0.0,11.0,0.0,1.0,8.0,0
0,66.0,15.0,299.0,15.0,16.0,6.0,176.0,108.0,4.3,13.0,390.0,6.0,80.0,143.0,0
0,2.0,0.0,0.2,0.0,0.0,0.0,2.0,1.0,90.0,0.0,1.0,0.0,5.0,2.0,0
0,430.0,278.0,2569.2,12.0,143.0,0.0,1246.0,1883.0,4.02,165.0,2369.0,0.0,1058.0,1149.0,1
0,13.0,0.0,48.2,2.0,5.0,0.0,32.0,23.0,5.23,1.0,46.0,0.0,37.0,28.0,0
0,250.0,54.0,929.1,30.0,53.0,8.0,423.0,207.0,3.55,43.0,956.0,8.0,301.0,366.0,0
0,224.0,35.0,786.0,23.0,42.0,6.0,418.0,383.0,4.28,43.0,767.0,6.0,468.0,374.0,0
0,171.0,18.0,209.2,0.0,12.0,5.0,80.0,210.0,3.05,13.0,169.0,5.0,114.0,71.0,0
0,265.0,56.0,642.1,9.0,36.0,40.0,296.0,223.0,3.55,32.0,660.0,40.0,203.0,253.0,0
