PID,NAME,AGE,T,YR,TM,G,GS,W,L,WLP,CG,ShO,IP,H,R,ER,TBB,IBB,SO,ERA,GF,SV,HR,HB,BK,WP,SO/BB,H/9,SO/9,BB/9,HR/9,BR/9,RAA,WAA,WAAadj,WAR,RAR,waaWL%,162WL%
m48,"MacLane, Evan",27,L,2010,STL-min,29,28,11,9,0.55,1,0,168.1,183,88,83,25,2,96,4.44,0,0,23,6,0,3,3.84,9.8,5.1,1.3,1.2,11.46,,,,,,,
m48,"MacLane, Evan",27,L,2010,STL,2,0,0,1,0,0,0,1,1,1,1,1,0,0,9,1,0,1,0,0,0,0,9,0,9,9,18,0,0,0,0,0,0.478,0.5
m48,"MacLane, Evan",28,L,2011,None-min,7,7,3,3,0.5,0,0,30,34,17,15,10,0,22,4.5,0,0,2,2,0,1,2.2,10.2,6.6,3,0.6,13.8,,,,,,,
m48,"MacLane, Evan",29,L,2012,None-min,18,13,5,4,0.556,0,0,69,74,36,30,26,0,28,3.91,1,0,4,4,0,2,1.08,9.7,3.7,3.4,0.5,13.57,,,,,,,
m48,"MacLane, Evan",30,L,2013,ESS-min,12,11,2,2,0.5,0,0,56,58,19,12,7,0,35,1.93,0,0,1,1,0,1,5,9.3,5.6,1.1,0.2,10.61,,,,,,,
m48,"MacLane, Evan",31,L,2014,CMP-min,11,11,7,0,1,1,0,69,68,26,21,8,1,41,2.74,0,0,7,1,0,2,5.13,8.9,5.3,1,0.9,10.04,,,,,,,
m49,"MacLeod, Billy",19,L,1961,BOS-min,31,26,15,8,0.652,15,,206.1,152,77,53,89,2,208,2.31,,,6,30,0,10,2.34,6.6,9.1,3.9,0.3,11.83,,,,,,,
m49,"MacLeod, Billy",20,L,1962,BOS-min,30,23,8,6,0.571,6,,126,124,74,65,80,5,74,4.64,,,9,23,1,5,0.93,8.9,5.3,5.7,0.6,16.21,,,,,,,
m49,"MacLeod, Billy",20,L,1962,BOS,2,0,0,1,0,0,0,1.2,4,1,1,1,0,2,5.4,1,0,0,0,0,0,2,21.6,10.8,5.4,0,37.5,0,0,0,0,0,0.483,0.5
m49,"MacLeod, Billy",21,L,1963,BOS-min,39,16,4,7,0.364,3,,141,146,94,75,65,6,115,4.79,,,11,19,0,11,1.77,9.3,7.3,4.1,0.7,14.68,,,,,,,
m49,"MacLeod, Billy",22,L,1964,BOS-min,25,23,12,6,0.667,14,,170,174,90,70,79,2,123,3.71,,,6,17,0,10,1.56,9.2,6.5,4.2,0.3,14.29,,,,,,,
m49,"MacLeod, Billy",23,L,1965,BOS-min,32,25,18,0,1,11,,191,166,71,58,65,0,158,2.73,,,7,10,0,9,2.43,7.8,7.4,3.1,0.3,11.36,,,,,,,
