PID,NAME,AGE,T,YR,TM,G,GS,W,L,WLP,CG,ShO,IP,H,R,ER,TBB,IBB,SO,ERA,GF,SV,HR,HB,BK,WP,SO/BB,H/9,SO/9,BB/9,HR/9,BR/9,RAA,WAA,WAAadj,WAR,RAR,waaWL%,162WL%
o74,"O'Neill, Emmett",27,R,1945,BOS,24,22,8,11,0.421,10,0,141.2,134,87,81,117,,55,5.15,1,0,5,5,0,6,0.47,8.5,3.5,7.4,0.3,16.32,-25,-2.6,-0.1,-1.5,-16,0.393,0.484
o74,"O'Neill, Emmett",28,R,1946,NYG-min,3,1,0,0,,0,,10,5,,,19,,4,,,,,,,,0.21,4.5,3.6,17.1,,,,,,,,,
o74,"O'Neill, Emmett",28,R,1946,CHW,3,0,0,0,,0,0,4.2,4,2,0,8,,1,0,1,0,0,0,0,0,0.13,7.7,1.9,15.4,0,25.71,0,0,0,0,0,0.508,0.5
o74,"O'Neill, Emmett",29,R,1947,SFR-min,3,1,0,0,,0,,12,9,10,,13,,1,,,,,,,,0.08,6.8,0.8,9.8,,,,,,,,,
o74,"O'Neill, Emmett",30,R,1948,SAC-min,28,,0,2,0,1,,75,73,55,39,59,,25,4.68,,,,3,0,4,0.42,8.8,3,7.1,,16.2,,,,,,,
o74,"O'Neill, Emmett",32,R,1950,None-min,29,8,9,10,0.474,,,176,176,107,85,119,,,4.35,,,4,,,,,9,,6.1,0.2,,,,,,,,
o76,"O'Neill, Harry",29,R,1922,PHA,1,0,0,0,,0,0,3,2,1,1,1,,0,3,1,0,0,1,0,0,0,6,0,3,0,12,1,0.1,0,0.1,1,0.58,0.5
o76,"O'Neill, Harry",30,R,1923,PHA-min,19,,10,4,0.714,,,128,131,80,67,42,,,4.71,,,,,,,,9.2,,3,,,,,,,,,
o76,"O'Neill, Harry",30,R,1923,PHA,3,0,0,0,,0,0,2,1,0,0,3,,2,0,0,0,0,0,0,0,0.67,4.5,9,13.5,0,18,1,0.1,0,0.1,1,0.533,0.501
o76,"O'Neill, Harry",31,R,1924,SLC-min,34,,10,8,0.556,,,153,192,113,96,68,,,5.65,,,,,,,,11.3,,4,,,,,,,,,
o76,"O'Neill, Harry",32,R,1925,SLC-min,30,,6,5,0.545,,,78,105,63,57,35,,,6.58,,,,,,,,12.1,,4,,,,,,,,,
o76,"O'Neill, Harry",35,R,1928,BOI-min,9,,3,3,0.5,,,67.1,69,36,,12,,,,,,,,,,,9.2,,1.6,,,,,,,,,
o86,"O'Riley, Don",20,R,1965,KCA-min,39,4,7,1,0.875,2,,94,69,30,21,56,1,103,2.01,,,4,1,0,8,1.84,6.6,9.9,5.4,0.4,12.06,,,,,,,
o86,"O'Riley, Don",21,R,1966,KCA-min,33,4,6,9,0.4,1,,89,88,48,33,52,4,111,3.34,,,5,2,0,7,2.13,8.9,11.2,5.3,0.5,14.36,,,,,,,
o86,"O'Riley, Don",22,R,1967,KCA-min,64,3,6,7,0.462,1,,128,97,44,36,62,6,118,2.53,,,3,1,1,8,1.9,6.8,8.3,4.4,0.2,11.25,,,,,,,
o86,"O'Riley, Don",23,R,1968,OAK-min,49,1,4,5,0.444,0,,102,97,49,37,36,2,64,3.26,,,9,4,0,9,1.78,8.6,5.6,3.2,0.8,12.09,,,,,,,
o86,"O'Riley, Don",24,R,1969,KCR-min,20,18,12,5,0.706,10,0,137,149,69,60,46,1,81,3.94,,0,9,4,0,7,1.76,9.8,5.3,3,0.6,13.07,,,,,,,
