PID,NAME,AGE,T,YR,TM,G,GS,W,L,WLP,CG,ShO,IP,H,R,ER,TBB,IBB,SO,ERA,GF,SV,HR,HB,BK,WP,SO/BB,H/9,SO/9,BB/9,HR/9,BR/9,RAA,WAA,WAAadj,WAR,RAR,waaWL%,162WL%
d57,"Danforth, Dave",29,L,1919,CHW,15,1,1,2,0.333,0,1,41.2,58,44,36,20,,17,7.78,9,1,1,1,0,0,0.85,12.5,3.7,4.3,0.2,17.26,-26,-2.5,0,-2.1,-22,0.335,0.485
d57,"Danforth, Dave",30,L,1920,CLB-min,29,,13,12,0.52,,,228,198,94,65,68,,,2.57,,,,,,,,7.8,,2.7,,,,,,,,,
d57,"Danforth, Dave",31,L,1921,CLB-min,44,,25,16,0.61,,,329,292,136,97,114,,,2.65,,,,,,,,8,,3.1,,,,,,,,,
d57,"Danforth, Dave",32,L,1922,TUL-min,10,,6,4,0.6,,,90,96,46,,15,,,,,,,,,,,9.6,,1.5,,,,,,,,,
d57,"Danforth, Dave",32,L,1922,SLB,20,10,5,2,0.714,3,1,79.2,93,37,29,38,,48,3.28,5,1,1,1,4,0,1.26,10.5,5.4,4.3,0.1,15,2,0.2,0,1,10,0.51,0.501
d57,"Danforth, Dave",33,L,1923,SLB,38,29,16,14,0.533,16,1,226.1,221,111,99,87,,96,3.94,4,1,4,12,3,2,1.1,8.8,3.8,3.5,0.2,12.74,16,1.6,-0.1,3.9,41,0.543,0.51
d57,"Danforth, Dave",34,L,1924,SLB,41,27,15,12,0.556,12,5,219.2,246,126,110,69,,65,4.51,10,5,16,3,1,1,0.94,10.1,2.7,2.8,0.7,13.06,5,0.5,-0.1,2.7,33,0.512,0.503
d57,"Danforth, Dave",35,L,1925,SLB,38,15,7,9,0.438,5,2,159,172,96,77,61,,53,4.36,10,2,19,3,1,1,0.87,9.7,3,3.5,1.1,13.36,4,0.4,-0.1,2,24,0.511,0.502
d57,"Danforth, Dave",37,L,1927,None-min,33,,17,5,0.773,,,206,199,79,45,41,,,1.97,,,,,,,,8.7,,1.8,,,,,,,,,
d57,"Danforth, Dave",38,L,1928,NOR-min,37,,10,11,0.476,,,212,253,114,111,62,,,4.71,,,,,,,,10.7,,2.6,,,,,,,,,
d57,"Danforth, Dave",39,L,1929,NOR-min,32,,8,7,0.533,,,162,136,79,61,48,,,3.39,,,,,,,,7.6,,2.7,,,,,,,,,
d57,"Danforth, Dave",40,L,1930,None-min,37,,14,13,0.519,,,235,250,130,122,70,,,4.67,,,,,,,,9.6,,2.7,,,,,,,,,
d57,"Danforth, Dave",41,L,1931,None-min,30,8,7,12,0.368,,,133,166,85,76,38,,,5.14,,,,,,,,11.2,,2.6,,,,,,,,,
d57,"Danforth, Dave",42,L,1932,None-min,10,,2,3,0.4,,,45,64,34,30,16,,,6,,,,,,,,12.8,,3.2,,,,,,,,,
d58,"Daniel, Chuck",19,R,1953,DET-min,40,21,13,8,0.619,,,191,222,136,104,102,,,4.9,,,5,,,,,10.5,,4.8,0.2,,,,,,,,
d58,"Daniel, Chuck",22,R,1956,DET-min,41,30,15,12,0.556,,,254,244,92,73,83,,,2.59,,,11,,,,,8.6,,2.9,0.4,,,,,,,,
d58,"Daniel, Chuck",23,R,1957,DET-min,37,29,9,12,0.429,10,,225,215,96,85,62,6,114,3.4,,,21,1,0,7,1.84,8.6,4.6,2.5,0.8,11.12,,,,,,,
d58,"Daniel, Chuck",23,R,1957,DET,1,0,0,0,,0,0,2.1,3,2,2,0,0,2,7.71,0,0,1,0,0,0,,11.6,7.7,0,3.9,12.86,-1,-0.1,0,-0.1,-1,0.398,0.499
d58,"Daniel, Chuck",24,R,1958,DET-min,31,15,3,9,0.25,4,,125,121,64,56,40,3,63,4.03,,,13,1,0,2,1.58,8.7,4.5,2.9,0.9,11.66,,,,,,,
